,RECEITA,CATEGORIA,DESCRICAO_CATEGORIA,ORIGEM,DESCRICAO_ORIGEM,ESPECIE,DESCRICAO_ESPECIE,EXERCICIO,DT_APROPRIACAO,TP_RECEITA_ORC,EMPRESA,NM_EMPRESA,VL_RECEITA,"DS_FONTE,,,"
29756,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,8241116.94,"FUNDEB 40%,,"
29763,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-28,Orçamentária,1,Prefeitura Municipal de Curitiba,4116730.98,"FUNDEB 60%,,"
29764,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-28,Orçamentária,1,Prefeitura Municipal de Curitiba,2744487.32,"FUNDEB 40%,,"
29767,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-14,Orçamentária,1,Prefeitura Municipal de Curitiba,5323208.69,"FUNDEB 60%,,"
29768,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-14,Orçamentária,1,Prefeitura Municipal de Curitiba,3548805.8,"FUNDEB 40%,,"
29771,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-14,Orçamentária,1,Prefeitura Municipal de Curitiba,5460990.98,"FUNDEB 60%,,"
29772,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-14,Orçamentária,1,Prefeitura Municipal de Curitiba,3640660.66,"FUNDEB 40%,,"
29841,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,2848616.69,"FUNDEB 60%,,"
30104,1215011101000000000000,1,Receitas Correntes,2,Contribuições,1,CONTRIBUIÇÕES SOCIAIS,2022,2022-07-27,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,4642993.5,"Regime Próprio de Previdência Social - RPPS,,"
30105,1215011101000000000000,1,Receitas Correntes,2,Contribuições,1,CONTRIBUIÇÕES SOCIAIS,2022,2022-07-27,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,4749797.89,"Regime Próprio de Previdência Social - RPPS,,"
30106,1215011101000000000000,1,Receitas Correntes,2,Contribuições,1,CONTRIBUIÇÕES SOCIAIS,2022,2022-07-27,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,8478527.09,"Regime Próprio de Previdência Social - RPPS,,"
31523,1711520102000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-14,Orçamentária,1,Prefeitura Municipal de Curitiba,-13306.97,"5% Sobre Transferências Constitucionais FUNDEB,,"
31525,1711520102000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,-523.2,"5% Sobre Transferências Constitucionais FUNDEB,,"
31568,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-20,Orçamentária,1,Prefeitura Municipal de Curitiba,3845136.04,"FUNDEB 60%,,"
31569,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-20,Orçamentária,1,Prefeitura Municipal de Curitiba,2563424.02,"FUNDEB 40%,,"
31852,1711520102000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-882.14,"5% Sobre Transferências Constitucionais FUNDEB,,"
31904,1999122100000000000000,1,Receitas Correntes,9,Outras Receitas Correntes,9,DEMAIS RECEITAS CORRENTES,2022,2022-07-19,Orçamentária,1,Prefeitura Municipal de Curitiba,-5188.95,"Recursos Próprios do Fundo Especial da Procuradoria Geral do Municipio de Curitiba,,"
31905,1999122100000000000000,1,Receitas Correntes,9,Outras Receitas Correntes,9,DEMAIS RECEITAS CORRENTES,2022,2022-07-19,Orçamentária,1,Prefeitura Municipal de Curitiba,-229.94,"Recursos Próprios do Fundo Especial da Procuradoria Geral do Municipio de Curitiba,,"
32494,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-03,Orçamentária,12,Fundo Municipal da Saúde,49078871.69,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
32967,1724990102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,15000000.0,"Convênio Sistema de Transporte Coletivo Metropolitano de Passageiros,,"
33769,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-02,Orçamentária,1,Prefeitura Municipal de Curitiba,-242162.96,"5% Sobre Transferências Constitucionais FUNDEB,,"
33918,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-04,Orçamentária,1,Prefeitura Municipal de Curitiba,-160799.88,"5% Sobre Transferências Constitucionais FUNDEB,,"
34092,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-05,Orçamentária,1,Prefeitura Municipal de Curitiba,-137852.31,"5% Sobre Transferências Constitucionais FUNDEB,,"
34096,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-08,Orçamentária,1,Prefeitura Municipal de Curitiba,-150626.32,"5% Sobre Transferências Constitucionais FUNDEB,,"
34696,1241500100000000000000,1,Receitas Correntes,2,Contribuições,4,CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-2355.56,"Desvinculação das Receitas do Município - DRM - E. C. nº 93,8/9/2016,"
34697,1241500100000000000000,1,Receitas Correntes,2,Contribuições,4,CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-5496.3,"COSIP - Contribuição de Iluminação Pública,Art. 149-A,CF"
34702,1241500100000000000000,1,Receitas Correntes,2,Contribuições,4,CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,3320200.26,"Desvinculação das Receitas do Município - DRM - E. C. nº 93,8/9/2016,"
34703,1241500100000000000000,1,Receitas Correntes,2,Contribuições,4,CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,7747133.96,"COSIP - Contribuição de Iluminação Pública,Art. 149-A,CF"
35055,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-08-04,Orçamentária,1,Prefeitura Municipal de Curitiba,3391996.37,"FUNDEB 60%,,"
35056,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-08-04,Orçamentária,1,Prefeitura Municipal de Curitiba,2261330.92,"FUNDEB 40%,,"
35057,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-08-11,Orçamentária,1,Prefeitura Municipal de Curitiba,8747887.46,"FUNDEB 60%,,"
35058,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-08-11,Orçamentária,1,Prefeitura Municipal de Curitiba,5831924.97,"FUNDEB 40%,,"
35159,1721520102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-21405.64,"5% Sobre Transferências Constitucionais FUNDEB,,"
35195,1711511102000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-2347140.4,"5% Sobre Transferências Constitucionais FUNDEB,,"
35306,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-03,Orçamentária,1,Prefeitura Municipal de Curitiba,-190462.49,"5% Sobre Transferências Constitucionais FUNDEB,,"
35708,1321040102000000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,2229220.38,"Regime Próprio de Previdência Social - RPPS,,"
36190,7999010101000000000000,7,RECEITAS CORRENTES INTRAORÇAMENTÁRIAS,9,OUTRAS RECEITAS CORRENTES INTRAORÇAMENTÁRIAS,9,RECEITAS DIVERSAS,2022,2022-07-26,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,44744074.44,"Regime Próprio de Previdência Social - RPPS,,"
36345,1321010101010100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-31,Orçamentária,12,Fundo Municipal da Saúde,-35.67,"Bloco de Investimentos na Rede de Serviços de Saúde - Portaria nº 204-GM,de 2007,"
36475,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-11,Orçamentária,1,Prefeitura Municipal de Curitiba,16564682.48,"Recursos Ordinários (Livres),,"
36476,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-11,Orçamentária,1,Prefeitura Municipal de Curitiba,6901951.04,"5% Sobre Transferências Constitucionais FUNDEB,,"
36714,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-11,Orçamentária,1,Prefeitura Municipal de Curitiba,4141170.62,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
36752,2999990105030000000000,2,Receitas de Capital,9,Outras Receitas de Capital,9,DEMAIS RECEITAS DE CAPITAL,2022,2022-07-29,Orçamentária,28,Fundo Municipal de Habitação de Interesse Social,9353161.36,"Receita de Outorga Onerosa do Direito de Construir - OODC - Investimentos - FMHIS,,"
38024,2999990101000000000000,2,Receitas de Capital,9,Outras Receitas de Capital,9,DEMAIS RECEITAS DE CAPITAL,2022,2022-07-28,Orçamentária,1,Prefeitura Municipal de Curitiba,2273144.63,"Depósitos Judiciais - LC 151/2015,,"
38533,1714500100000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,4287897.67,"Salário-Educação,,"
39286,1721500102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-03,Orçamentária,1,Prefeitura Municipal de Curitiba,-2781580.62,"5% Sobre Transferências Constitucionais FUNDEB,,"
40419,1321040101000000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-15,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,3738019.01,"Regime Próprio de Previdência Social - RPPS,,"
42222,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-22,Orçamentária,1,Prefeitura Municipal de Curitiba,2228927.66,"Recursos Ordinários (Livres),"
42498,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,4029750.26,"Recursos Ordinários (Livres),"
42499,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,2306243.59,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),"
42500,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,3843739.31,"Demais Impostos Vinculados à Educação Básica,"
42501,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,9224974.37,"Recursos Ordinários (Livres),"
42505,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,3980482.2,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),"
42567,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,6634137.0,"Demais Impostos Vinculados à Educação Básica,"
42568,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,15921928.83,"Recursos Ordinários (Livres),"
42579,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,2948166.96,"Demais Impostos Vinculados à Educação Básica,"
42580,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,7075600.73,"Recursos Ordinários (Livres),"
42591,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-22,Orçamentária,1,Prefeitura Municipal de Curitiba,4051475.98,"Recursos Ordinários (Livres),"
42755,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-22,Orçamentária,1,Prefeitura Municipal de Curitiba,2519726.45,"Recursos Ordinários (Livres),"
44854,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-139661.25,"5% Sobre Transferências Constitucionais FUNDEB,,"
44855,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-17,Orçamentária,1,Prefeitura Municipal de Curitiba,-158051.89,"5% Sobre Transferências Constitucionais FUNDEB,,"
45887,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.55,"Retenções em Carater Consignatório,,"
45888,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.54,"Retenções em Carater Consignatório,,"
45889,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.49,"Retenções em Carater Consignatório,,"
45890,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.41,"Retenções em Carater Consignatório,,"
45891,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.48,"Retenções em Carater Consignatório,,"
45892,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.5,"Retenções em Carater Consignatório,,"
47088,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1560.68,"Retenções em Carater Consignatório,,"
47089,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-759.29,"Retenções em Carater Consignatório,,"
47090,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-760.66,"Retenções em Carater Consignatório,,"
47091,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-765.83,"Retenções em Carater Consignatório,,"
47092,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-808.85,"Retenções em Carater Consignatório,,"
47093,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-805.19,"Retenções em Carater Consignatório,,"
47094,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-808.18,"Retenções em Carater Consignatório,,"
47095,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-808.3,"Retenções em Carater Consignatório,,"
47096,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-811.67,"Retenções em Carater Consignatório,,"
47250,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-811.71,"Retenções em Carater Consignatório,,"
47251,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-812.72,"Retenções em Carater Consignatório,,"
47252,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-818.58,"Retenções em Carater Consignatório,,"
47253,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-826.05,"Retenções em Carater Consignatório,,"
47254,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-838.29,"Retenções em Carater Consignatório,,"
48308,1711511102000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-11,Orçamentária,1,Prefeitura Municipal de Curitiba,-5521560.82,"5% Sobre Transferências Constitucionais FUNDEB,,"
48590,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-11,Orçamentária,1,Prefeitura Municipal de Curitiba,-182258.88,"5% Sobre Transferências Constitucionais FUNDEB,,"
48591,1721520102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-11,Orçamentária,1,Prefeitura Municipal de Curitiba,-89356.1,"5% Sobre Transferências Constitucionais FUNDEB,,"
